timestamp,type,severity,message,estimated_saving_kwh,condition
2010-04-19 21:00:00,Peak_Shift,Medium,High consumption 1.67kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.334,hour=21 & kW>1.46
2010-04-20 20:00:00,Peak_Shift,Medium,High consumption 2.42kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.483,hour=20 & kW>1.45
2010-04-20 21:00:00,Peak_Shift,Medium,High consumption 2.27kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.454,hour=21 & kW>1.48
2010-04-21 21:00:00,Peak_Shift,Medium,High consumption 1.68kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.336,hour=21 & kW>1.24
2010-04-22 04:00:00,Night_Idle_Waste,Low,"Idle consumption 0.93kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.628,hour in 1-5 & kW>0.8
2010-04-24 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.09kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.791,hour in 1-5 & kW>0.8
2010-04-24 18:00:00,Peak_Shift,Medium,High consumption 2.45kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.489,hour=18 & kW>0.78
2010-04-24 19:00:00,Peak_Shift,Medium,High consumption 2.48kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.496,hour=19 & kW>0.86
2010-04-24 20:00:00,Peak_Shift,Medium,High consumption 2.03kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.405,hour=20 & kW>0.93
2010-04-24 21:00:00,Peak_Shift,High,High consumption 3.14kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.629,hour=21 & kW>1.06
2010-04-25 01:00:00,Night_Idle_Waste,Low,"Idle consumption 2.76kW at 1h. Check standby: router, fridge, Sub_metering_3.",2.461,hour in 1-5 & kW>0.8
2010-04-25 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.93kW at 2h. Check standby: router, fridge, Sub_metering_3.",1.634,hour in 1-5 & kW>0.8
2010-04-25 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.65kW at 3h. Check standby: router, fridge, Sub_metering_3.",1.351,hour in 1-5 & kW>0.8
2010-04-25 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.87kW at 4h. Check standby: router, fridge, Sub_metering_3.",1.566,hour in 1-5 & kW>0.8
2010-04-25 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.77kW at 5h. Check standby: router, fridge, Sub_metering_3.",1.473,hour in 1-5 & kW>0.8
2010-04-27 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.84kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.545,hour in 1-5 & kW>0.8
2010-04-27 02:00:00,Night_Idle_Waste,Low,"Idle consumption 0.84kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.537,hour in 1-5 & kW>0.8
2010-04-27 04:00:00,Night_Idle_Waste,Low,"Idle consumption 0.88kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.584,hour in 1-5 & kW>0.8
2010-04-27 05:00:00,Night_Idle_Waste,Low,"Idle consumption 0.84kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.54,hour in 1-5 & kW>0.8
2010-04-28 20:00:00,Peak_Shift,Medium,High consumption 1.83kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.366,hour=20 & kW>0.72
2010-04-30 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.04kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.74,hour in 1-5 & kW>0.8
2010-05-01 21:00:00,Peak_Shift,Medium,High consumption 1.57kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.314,hour=21 & kW>0.94
2010-05-02 18:00:00,Peak_Shift,Medium,High consumption 1.79kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.359,hour=18 & kW>1.67
2010-05-02 19:00:00,Peak_Shift,High,High consumption 3.77kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.755,hour=19 & kW>1.83
2010-05-02 20:00:00,Peak_Shift,Medium,High consumption 2.53kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.506,hour=20 & kW>1.91
2010-05-02 21:00:00,Peak_Shift,Medium,High consumption 2.78kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.555,hour=21 & kW>1.97
2010-05-03 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.10kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.8,hour in 1-5 & kW>0.8
2010-05-03 19:00:00,Peak_Shift,Medium,High consumption 2.16kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.431,hour=19 & kW>1.15
2010-05-03 20:00:00,Peak_Shift,Medium,High consumption 2.64kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.529,hour=20 & kW>1.16
2010-05-03 21:00:00,Peak_Shift,Medium,High consumption 2.39kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.479,hour=21 & kW>1.14
2010-05-04 20:00:00,Peak_Shift,Medium,High consumption 1.98kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.396,hour=20 & kW>1.32
2010-05-05 03:00:00,Night_Idle_Waste,Low,"Idle consumption 0.84kW at 3h. Check standby: router, fridge, Sub_metering_3.",0.544,hour in 1-5 & kW>0.8
2010-05-05 20:00:00,Peak_Shift,Medium,High consumption 1.88kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.377,hour=20 & kW>1.38
2010-05-05 21:00:00,Peak_Shift,High,High consumption 3.12kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.625,hour=21 & kW>1.47
2010-05-06 19:00:00,Peak_Shift,Medium,High consumption 1.82kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.364,hour=19 & kW>1.27
2010-05-07 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.04kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.736,hour in 1-5 & kW>0.8
2010-05-07 20:00:00,Peak_Shift,Medium,High consumption 2.29kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.458,hour=20 & kW>1.22
2010-05-07 21:00:00,Peak_Shift,Medium,High consumption 2.30kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.46,hour=21 & kW>1.29
2010-05-08 01:00:00,Night_Idle_Waste,Low,"Idle consumption 2.14kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.836,hour in 1-5 & kW>0.8
2010-05-08 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.21kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.908,hour in 1-5 & kW>0.8
2010-05-08 03:00:00,Night_Idle_Waste,Low,"Idle consumption 0.90kW at 3h. Check standby: router, fridge, Sub_metering_3.",0.603,hour in 1-5 & kW>0.8
2010-05-08 21:00:00,Anomaly_Inspection,High,Anomaly detected: 3.27kW vs expected 0.87kW (residual 2.41). Check appliance left on.,2.407,z_score=4.58 | abs_error=2.41
2010-05-08 21:00:00,Peak_Shift,High,High consumption 3.27kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.655,hour=21 & kW>1.37
2010-05-09 19:00:00,Peak_Shift,Medium,High consumption 1.81kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.362,hour=19 & kW>1.22
2010-05-09 20:00:00,Peak_Shift,Medium,High consumption 2.49kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.498,hour=20 & kW>1.33
2010-05-09 21:00:00,Peak_Shift,Medium,High consumption 2.36kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.472,hour=21 & kW>1.28
2010-05-10 05:00:00,Night_Idle_Waste,Low,"Idle consumption 0.84kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.536,hour in 1-5 & kW>0.8
2010-05-10 20:00:00,Peak_Shift,Medium,High consumption 2.41kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.482,hour=20 & kW>1.12
2010-05-10 21:00:00,Peak_Shift,Medium,High consumption 2.92kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.583,hour=21 & kW>1.15
2010-05-11 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.45kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.148,hour in 1-5 & kW>0.8
2010-05-11 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.46kW at 2h. Check standby: router, fridge, Sub_metering_3.",1.158,hour in 1-5 & kW>0.8
2010-05-11 19:00:00,Peak_Shift,Medium,High consumption 2.06kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.412,hour=19 & kW>1.60
2010-05-12 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.99kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.686,hour in 1-5 & kW>0.8
2010-05-12 20:00:00,Peak_Shift,Medium,High consumption 1.72kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.345,hour=20 & kW>1.53
2010-05-12 21:00:00,Peak_Shift,Medium,High consumption 1.79kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.357,hour=21 & kW>1.59
2010-05-13 18:00:00,Peak_Shift,Medium,High consumption 2.98kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.596,hour=18 & kW>1.28
2010-05-13 20:00:00,Peak_Shift,Medium,High consumption 1.81kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.361,hour=20 & kW>1.32
2010-05-13 21:00:00,Peak_Shift,Medium,High consumption 1.87kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.375,hour=21 & kW>1.33
2010-05-14 18:00:00,Peak_Shift,Medium,High consumption 1.73kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.346,hour=18 & kW>1.56
2010-05-14 19:00:00,Peak_Shift,Medium,High consumption 1.90kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.38,hour=19 & kW>1.59
2010-05-14 20:00:00,Peak_Shift,Medium,High consumption 1.64kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.327,hour=20 & kW>1.58
2010-05-15 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.10kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.804,hour in 1-5 & kW>0.8
2010-05-15 19:00:00,Peak_Shift,Medium,High consumption 1.98kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.395,hour=19 & kW>1.10
2010-05-15 20:00:00,Peak_Shift,High,High consumption 3.08kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.617,hour=20 & kW>1.17
2010-05-15 21:00:00,Peak_Shift,High,High consumption 3.79kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.758,hour=21 & kW>1.33
2010-05-15 23:00:00,Anomaly_Inspection,High,Anomaly detected: 3.82kW vs expected 1.68kW (residual 2.14). Check appliance left on.,2.145,z_score=3.94 | abs_error=2.14
2010-05-16 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.77kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.468,hour in 1-5 & kW>0.8
2010-05-16 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.96kW at 2h. Check standby: router, fridge, Sub_metering_3.",1.657,hour in 1-5 & kW>0.8
2010-05-16 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.45kW at 3h. Check standby: router, fridge, Sub_metering_3.",1.146,hour in 1-5 & kW>0.8
2010-05-16 19:00:00,Peak_Shift,High,High consumption 3.17kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.634,hour=19 & kW>1.95
2010-05-16 20:00:00,Peak_Shift,Medium,High consumption 2.58kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.515,hour=20 & kW>1.92
2010-05-16 21:00:00,Peak_Shift,Medium,High consumption 2.78kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.556,hour=21 & kW>1.87
2010-05-17 20:00:00,Peak_Shift,Medium,High consumption 1.59kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.319,hour=20 & kW>1.54
2010-05-17 21:00:00,Peak_Shift,Medium,High consumption 1.75kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.35,hour=21 & kW>1.49
2010-05-18 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.00kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.697,hour in 1-5 & kW>0.8
2010-05-18 20:00:00,Peak_Shift,Medium,High consumption 1.99kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.397,hour=20 & kW>1.23
2010-05-19 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.90kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.596,hour in 1-5 & kW>0.8
2010-05-19 20:00:00,Peak_Shift,Medium,High consumption 2.32kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.464,hour=20 & kW>1.15
2010-05-21 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.82kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.521,hour in 1-5 & kW>0.8
2010-05-21 20:00:00,Peak_Shift,Medium,High consumption 1.74kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.348,hour=20 & kW>1.04
2010-05-22 02:00:00,Night_Idle_Waste,Low,"Idle consumption 0.95kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.655,hour in 1-5 & kW>0.8
2010-05-22 19:00:00,Peak_Shift,Medium,High consumption 1.64kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.327,hour=19 & kW>1.61
2010-05-22 20:00:00,Peak_Shift,Medium,High consumption 2.60kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.521,hour=20 & kW>1.65
2010-05-22 21:00:00,Peak_Shift,Medium,High consumption 1.86kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.373,hour=21 & kW>1.70
2010-05-23 05:00:00,Night_Idle_Waste,Low,"Idle consumption 1.08kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.779,hour in 1-5 & kW>0.8
2010-05-23 21:00:00,Peak_Shift,Medium,High consumption 1.96kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.392,hour=21 & kW>1.23
2010-05-24 18:00:00,Peak_Shift,Medium,High consumption 1.71kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.341,hour=18 & kW>1.04
2010-05-24 20:00:00,Peak_Shift,Medium,High consumption 2.25kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.451,hour=20 & kW>1.14
2010-05-24 21:00:00,Peak_Shift,Medium,High consumption 2.45kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.489,hour=21 & kW>1.17
2010-05-25 20:00:00,Peak_Shift,Medium,High consumption 1.92kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.385,hour=20 & kW>1.05
2010-05-25 21:00:00,Peak_Shift,Medium,High consumption 1.89kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.378,hour=21 & kW>1.02
2010-05-26 19:00:00,Peak_Shift,Medium,High consumption 2.69kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.538,hour=19 & kW>1.21
2010-05-26 20:00:00,Peak_Shift,Medium,High consumption 2.17kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.434,hour=20 & kW>1.22
2010-05-27 20:00:00,Peak_Shift,Medium,High consumption 1.89kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.378,hour=20 & kW>1.03
2010-05-29 18:00:00,Peak_Shift,High,High consumption 3.41kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.682,hour=18 & kW>1.43
2010-05-29 18:00:00,Anomaly_Inspection,High,Anomaly detected: 3.41kW vs expected 1.23kW (residual 2.18). Check appliance left on.,2.182,z_score=4.86 | abs_error=2.18
2010-05-29 19:00:00,Peak_Shift,Medium,High consumption 2.41kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.481,hour=19 & kW>1.51
2010-05-29 20:00:00,Peak_Shift,Medium,High consumption 1.65kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.33,hour=20 & kW>1.57
2010-05-29 21:00:00,Peak_Shift,Medium,High consumption 2.24kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.448,hour=21 & kW>1.63
2010-05-30 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.42kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.124,hour in 1-5 & kW>0.8
2010-05-30 18:00:00,Peak_Shift,Medium,High consumption 1.82kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.365,hour=18 & kW>1.51
2010-05-30 19:00:00,Peak_Shift,Medium,High consumption 2.13kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.427,hour=19 & kW>1.49
2010-05-30 20:00:00,Peak_Shift,High,High consumption 3.00kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.601,hour=20 & kW>1.56
2010-05-30 21:00:00,Peak_Shift,Medium,High consumption 2.28kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.456,hour=21 & kW>1.56
2010-05-31 18:00:00,Peak_Shift,Medium,High consumption 1.72kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.343,hour=18 & kW>1.28
2010-06-02 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.10kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.8,hour in 1-5 & kW>0.8
2010-06-03 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.01kW at 3h. Check standby: router, fridge, Sub_metering_3.",0.706,hour in 1-5 & kW>0.8
2010-06-04 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.35kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.054,hour in 1-5 & kW>0.8
2010-06-04 21:00:00,Peak_Shift,Medium,High consumption 1.80kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.36,hour=21 & kW>1.10
2010-06-05 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.94kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.636,hour in 1-5 & kW>0.8
2010-06-05 18:00:00,Peak_Shift,Medium,High consumption 2.01kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.402,hour=18 & kW>1.42
2010-06-05 19:00:00,Peak_Shift,Medium,High consumption 1.81kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.361,hour=19 & kW>1.49
2010-06-05 20:00:00,Peak_Shift,Medium,High consumption 1.73kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.346,hour=20 & kW>1.55
2010-06-05 22:00:00,Anomaly_Inspection,High,Anomaly detected: 3.02kW vs expected 0.90kW (residual 2.12). Check appliance left on.,2.12,z_score=4.25 | abs_error=2.12
2010-06-06 01:00:00,Night_Idle_Waste,Low,"Idle consumption 1.40kW at 1h. Check standby: router, fridge, Sub_metering_3.",1.097,hour in 1-5 & kW>0.8
2010-06-06 21:00:00,Peak_Shift,Medium,High consumption 2.14kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.428,hour=21 & kW>1.60
2010-06-08 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.82kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.52,hour in 1-5 & kW>0.8
2010-06-09 18:00:00,Peak_Shift,Medium,High consumption 1.56kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.311,hour=18 & kW>1.21
2010-06-09 20:00:00,Peak_Shift,Medium,High consumption 1.92kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.384,hour=20 & kW>1.24
2010-06-09 21:00:00,Peak_Shift,Medium,High consumption 1.51kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.303,hour=21 & kW>1.25
2010-06-10 20:00:00,Peak_Shift,Medium,High consumption 1.74kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.347,hour=20 & kW>1.08
2010-06-11 19:00:00,Peak_Shift,Medium,High consumption 1.75kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.35,hour=19 & kW>1.21
2010-06-12 02:00:00,Night_Idle_Waste,Low,"Idle consumption 0.80kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.503,hour in 1-5 & kW>0.8
2010-06-12 18:00:00,Peak_Shift,Medium,High consumption 2.11kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.423,hour=18 & kW>1.43
2010-06-12 19:00:00,Peak_Shift,Medium,High consumption 2.52kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.504,hour=19 & kW>1.46
2010-06-12 20:00:00,Peak_Shift,Medium,High consumption 1.66kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.332,hour=20 & kW>1.52
2010-06-12 21:00:00,Peak_Shift,Medium,High consumption 1.84kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.369,hour=21 & kW>1.55
2010-06-13 04:00:00,Night_Idle_Waste,Low,"Idle consumption 0.89kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.591,hour in 1-5 & kW>0.8
2010-06-13 19:00:00,Peak_Shift,Medium,High consumption 2.03kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.406,hour=19 & kW>1.48
2010-06-13 21:00:00,Peak_Shift,Medium,High consumption 2.56kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.513,hour=21 & kW>1.49
2010-06-14 02:00:00,Night_Idle_Waste,Low,"Idle consumption 0.87kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.565,hour in 1-5 & kW>0.8
2010-06-14 20:00:00,Peak_Shift,Medium,High consumption 1.62kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.324,hour=20 & kW>1.11
2010-06-15 20:00:00,Peak_Shift,Medium,High consumption 1.62kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.324,hour=20 & kW>0.99
2010-06-16 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.89kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.595,hour in 1-5 & kW>0.8
2010-06-16 02:00:00,Night_Idle_Waste,Low,"Idle consumption 1.31kW at 2h. Check standby: router, fridge, Sub_metering_3.",1.012,hour in 1-5 & kW>0.8
2010-06-16 21:00:00,Peak_Shift,Medium,High consumption 2.25kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.451,hour=21 & kW>1.45
2010-06-17 20:00:00,Peak_Shift,Medium,High consumption 1.76kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.351,hour=20 & kW>0.99
2010-06-18 20:00:00,Peak_Shift,Medium,High consumption 1.75kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.35,hour=20 & kW>1.11
2010-06-19 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.81kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.51,hour in 1-5 & kW>0.8
2010-06-19 21:00:00,Peak_Shift,Medium,High consumption 2.29kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.458,hour=21 & kW>1.07
2010-06-20 18:00:00,Peak_Shift,Medium,High consumption 2.61kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.521,hour=18 & kW>1.24
2010-06-20 19:00:00,Peak_Shift,High,High consumption 3.05kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.611,hour=19 & kW>1.38
2010-06-20 20:00:00,Peak_Shift,Medium,High consumption 2.11kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.421,hour=20 & kW>1.45
2010-06-20 21:00:00,Peak_Shift,Medium,High consumption 1.79kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.357,hour=21 & kW>1.42
2010-06-21 02:00:00,Night_Idle_Waste,Low,"Idle consumption 0.94kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.639,hour in 1-5 & kW>0.8
2010-06-21 18:00:00,Peak_Shift,Medium,High consumption 2.52kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.503,hour=18 & kW>1.47
2010-06-21 19:00:00,Peak_Shift,Medium,High consumption 1.94kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.389,hour=19 & kW>1.42
2010-06-21 20:00:00,Peak_Shift,Medium,High consumption 1.84kW at 20.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.367,hour=20 & kW>1.40
2010-06-22 18:00:00,Peak_Shift,Medium,High consumption 1.59kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.318,hour=18 & kW>1.34
2010-06-23 18:00:00,Peak_Shift,Medium,High consumption 1.75kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.35,hour=18 & kW>1.09
2010-06-23 19:00:00,Peak_Shift,Medium,High consumption 1.96kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.392,hour=19 & kW>1.14
2010-06-23 21:00:00,Peak_Shift,High,High consumption 3.94kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.788,hour=21 & kW>1.28
2010-06-23 21:00:00,Anomaly_Inspection,High,Anomaly detected: 3.94kW vs expected 1.30kW (residual 2.65). Check appliance left on.,2.645,z_score=5.15 | abs_error=2.65
2010-06-24 19:00:00,Peak_Shift,Medium,High consumption 1.53kW at 19.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.305,hour=19 & kW>1.02
2010-06-26 05:00:00,Night_Idle_Waste,Low,"Idle consumption 0.86kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.561,hour in 1-5 & kW>0.8
2010-06-27 02:00:00,Night_Idle_Waste,Low,"Idle consumption 0.85kW at 2h. Check standby: router, fridge, Sub_metering_3.",0.545,hour in 1-5 & kW>0.8
2010-06-28 18:00:00,Peak_Shift,Medium,High consumption 1.81kW at 18.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.362,hour=18 & kW>1.09
2010-06-29 21:00:00,Peak_Shift,Medium,High consumption 1.72kW at 21.0h (peak). Shift washing/dishwasher to 13-16h off-peak.,0.344,hour=21 & kW>1.19
2010-06-30 05:00:00,Night_Idle_Waste,Low,"Idle consumption 0.95kW at 5h. Check standby: router, fridge, Sub_metering_3.",0.647,hour in 1-5 & kW>0.8
2010-07-01 00:00:00,Anomaly_Inspection,High,Anomaly detected: 3.33kW vs expected 1.21kW (residual 2.12). Check appliance left on.,2.12,z_score=5.14 | abs_error=2.12
2010-07-01 01:00:00,Night_Idle_Waste,Low,"Idle consumption 0.87kW at 1h. Check standby: router, fridge, Sub_metering_3.",0.567,hour in 1-5 & kW>0.8
2010-07-02 03:00:00,Night_Idle_Waste,Low,"Idle consumption 1.61kW at 3h. Check standby: router, fridge, Sub_metering_3.",1.312,hour in 1-5 & kW>0.8
2010-07-02 04:00:00,Night_Idle_Waste,Low,"Idle consumption 1.10kW at 4h. Check standby: router, fridge, Sub_metering_3.",0.804,hour in 1-5 & kW>0.8
